word,meaning,category,domain,polarity,intensity,tone,morphology,ipa_original,ipa_clean,ipa_changed,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,rationale,flags,x13_accent,x14_contour,x15_meter,x16_regularity,morph_type
にっこ,「にっこ」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音,明るい・軽い・小,促音,nikko,nikko,0,4,6,5,5,6,4,708.9,4.96,6,3064.5,5.81,7,mh,5,#FF0000,53.2,80.1,67.2,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 4・Time 6・Flow 5のベクトル配置。,,5,5,0,8,COMPOUND(複合・異種)
にっこにこ,「にっこにこ」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音,明るい・軽い・小,促音,nikkoniko,nikkoniko,0,3,6,5,5,6,4,900.0,5.56,6,3279.6,5.93,6,mh,5,#FFFF00,97.1,-21.6,94.5,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 3・Time 6・Flow 5のベクトル配置。,,5,5,0,8,COMPOUND(複合・異種)
にっこり,「にっこ」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,促音・「り」変化,nikkoɾi,nikkoɾi,0,3,5,5,5,6,4,665.0,4.80,6,2774.3,5.64,6,mh,5,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 3・Time 5・Flow 5のベクトル配置。,,5,5,5,8,COMPOUND(複合・異種)
にゃごにゃご,「にゃご」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,畳語,ɲaɡoɲaɡo,ɲaɡoɲaɡo,0,4,4,3,4,6,6,369.0,3.31,3,3822.6,6.19,7,0,4,#ADFF2F,92.0,-52.5,81.9,濁音による質量感・鼻音の共鳴と持続性を反映し、Weight 4・Time 4・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
にゃごーにゃごー,「にゃごー」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,畳語・長音,ɲaɡoːɲaɡoː,ɲaɡoːɲaɡoː,0,5,4,4,3,7,6,437.6,3.74,2,4218.6,6.36,7,0,4,#4682B4,52.5,-4.1,-32.2,濁音による質量感・鼻音の共鳴と持続性を反映し、Weight 5・Time 4・Flow 3のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
にゃん,「にゃ」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音,明るい・軽い・小,撥音,ɲaŋ,ɲaŋ,0,4,6,6,5,5,6,546.5,4.30,5,5423.5,6.78,7,0,4,#808080,53.6,-0.0,0.0,鼻音の共鳴と持続性を反映し、Weight 4・Time 6・Flow 5のベクトル配置。,,3,6,5,0,N(撥音単発)
にゃんにゃん,「にゃんにゃ」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音,明るい・軽い・小,畳語・撥音,ɲanɲaŋ,ɲanɲaŋ,0,4,5,5,3,6,7,489.6,4.02,4,5479.7,6.80,7,mh,5,#FFB6C1,81.1,28.0,5.0,鼻音の共鳴と持続性を反映し、Weight 4・Time 5・Flow 3のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
にゃーごにゃーご,「にゃーご」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,畳語・長音,ɲaːɡoɲaːɡo,ɲaːɡoɲaːɡo,0,5,4,4,3,7,6,544.0,4.29,2,4541.1,6.48,7,0,4,#FFB6C1,81.1,28.0,5.0,濁音による質量感・鼻音の共鳴と持続性を反映し、Weight 5・Time 4・Flow 3のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
にやっ,「にや」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,nijaʔ,nijaʔ,0,4,7,6,6,6,4,659.8,4.78,7,7009.8,7.22,7,0,4,#F0E68C,90.3,-9.0,45.0,鼻音の共鳴と持続性・促音による時間的突発性(Decay high)を反映し、Weight 4・Time 7・Flow 6のベクトル配置。,,3,5,0,0,Q(促音単発)
にやりにやり,「にやりにや」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,畳語・「り」変化,nijaɾinijaɾi,nijaɾinijaɾi,0,3,4,4,4,7,5,653.0,4.75,4,2593.7,5.53,6,0,4,#FFFFFF,100.0,-0.0,0.0,鼻音の共鳴と持続性・弾き音/ɾ/による運動変化を反映し、Weight 3・Time 4・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
にやーっ,「にやー」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音・長音,nijaːʔ,nijaːʔ,0,3,4,5,5,7,4,912.4,5.60,4,6332.4,7.05,6,mh,5,#F0E68C,90.3,-9.0,45.0,鼻音の共鳴と持続性・促音による時間的突発性(Decay high)を反映し、Weight 3・Time 4・Flow 5のベクトル配置。,,3,6,5,0,LONG(長音ー)
にゅっ,「にゅ」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,ɲuʔ,ɲuʔ,0,4,7,6,7,6,4,636.2,4.68,7,7561.6,7.35,8,0,4,#000000,0.0,0.0,0.0,鼻音の共鳴と持続性・促音による時間的突発性(Decay high)を反映し、Weight 4・Time 7・Flow 7のベクトル配置。,,2,5,0,0,Q(促音単発)
にゅるっ,「にゅる」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,ɲuɾuʔ,ɲuɾuʔ,0,4,7,6,7,6,4,575.2,4.43,7,6693.8,7.14,7,0,4,#556B2F,42.2,-18.8,30.6,鼻音の共鳴と持続性・弾き音/ɾ/による運動変化を反映し、Weight 4・Time 7・Flow 7のベクトル配置。,,3,5,0,0,Q(促音単発)
にゅるり,「にゅる」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,「り」変化,ɲuɾuɾi,ɲuɾuɾi,0,3,5,5,5,8,5,508.9,4.12,5,3068.9,5.82,6,0,4,#556B2F,42.2,-18.8,30.6,鼻音の共鳴と持続性・弾き音/ɾ/による運動変化を反映し、Weight 3・Time 5・Flow 5のベクトル配置。,,4,6,0,0,RI(り単発)
にゅー,音が長く尾を引いて持続する音や状態。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,長音,ɲuː,ɲuː,0,3,2,5,5,7,5,978.6,5.77,1,5521.2,6.81,6,0,4,#FF4500,57.6,67.8,69.0,鼻音の共鳴と持続性・長音による持続傾向を反映し、Weight 3・Time 2・Flow 5のベクトル配置。,,2,7,5,0,LONG(長音ー)
にゅーっ,「にゅー」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音・長音,ɲuːʔ,ɲuːʔ,0,4,4,5,6,7,4,891.3,5.54,4,6734.4,7.15,7,0,4,#F0FFFF,98.9,-4.9,-1.7,鼻音の共鳴と持続性・促音による時間的突発性(Decay high)を反映し、Weight 4・Time 4・Flow 6のベクトル配置。,,2,6,5,0,LONG(長音ー)
にょきっ,「にょき」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,ɲokiʔ,ɲokiʔ,0,4,7,7,7,5,4,760.7,5.14,7,7697.5,7.38,7,0,4,#32CD32,72.6,-67.1,61.4,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 4・Time 7・Flow 7のベクトル配置。,,3,5,0,0,Q(促音単発)
にょっき,「にょっき」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音,明るい・軽い・小,促音,ɲokki,ɲokki,0,4,6,6,5,6,4,671.3,4.82,6,4963.4,6.63,7,mh,5,#000000,0.0,0.0,0.0,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 4・Time 6・Flow 5のベクトル配置。,,5,5,0,8,COMPOUND(複合・異種)
にょっきり,「にょっき」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,促音・「り」変化,ɲokkiɾi,ɲokkiɾi,0,3,6,6,5,6,4,651.4,4.74,6,4751.0,6.56,7,mh,5,#000000,0.0,0.0,0.0,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 3・Time 6・Flow 5のベクトル配置。,,5,5,5,8,COMPOUND(複合・異種)
にょろっ,「にょろ」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,ɲoɾoʔ,ɲoɾoʔ,0,4,7,6,5,7,5,502.7,4.09,7,5576.3,6.83,7,0,4,#000000,0.0,0.0,0.0,鼻音の共鳴と持続性・弾き音/ɾ/による運動変化を反映し、Weight 4・Time 7・Flow 5のベクトル配置。,,3,5,0,0,Q(促音単発)
にょろり,「にょろ」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,「り」変化,ɲoɾoɾi,ɲoɾoɾi,0,3,5,5,4,8,5,473.9,3.94,5,2341.7,5.36,6,mh,5,#006400,36.2,-43.4,41.9,鼻音の共鳴と持続性・弾き音/ɾ/による運動変化を反映し、Weight 3・Time 5・Flow 4のベクトル配置。,,4,6,0,0,RI(り単発)
にんまり,「にんま」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,撥音・「り」変化,nimmaɾi,nimmaɾi,0,3,4,4,4,7,5,344.8,3.13,4,1089.6,4.06,6,mh,5,#BDB76B,73.4,-8.8,39.3,鼻音の共鳴と持続性・弾き音/ɾ/による運動変化を反映し、Weight 3・Time 4・Flow 4のベクトル配置。,,5,5,5,8,COMPOUND(複合・異種)
にーっ,「にー」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音・長音,niːʔ,niːʔ,0,3,4,5,6,6,4,1037.2,5.92,4,6495.0,7.09,6,0,4,#F0FFFF,98.9,-4.9,-1.7,鼻音の共鳴と持続性・促音による時間的突発性(Decay high)を反映し、Weight 3・Time 4・Flow 6のベクトル配置。,,2,7,5,0,LONG(長音ー)
ぬっく,「ぬっく」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音,明るい・軽い・小,促音,nukku,nukku,0,4,5,5,5,6,5,351.8,3.18,6,2510.5,5.47,7,mh,5,#FFE4E1,92.7,8.7,4.8,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 4・Time 5・Flow 5のベクトル配置。,,5,5,0,8,COMPOUND(複合・異種)
ぬっぺり,「ぬっぺ」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音・半濁音,明るい・軽い・小,促音・「り」変化,nuppeɾi,nuppeɾi,0,4,5,5,4,7,5,407.5,3.56,6,3487.8,6.03,6,mh,5,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 4・Time 5・Flow 4のベクトル配置。,,5,5,5,8,COMPOUND(複合・異種)
ぬめ,「ぬめ」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音,明るい・軽い・小,単発・その他,nume,nume,0,5,4,4,5,6,6,307.8,2.85,4,2151.9,5.21,7,0,4,#2F4F4F,31.3,-11.7,-3.7,鼻音の共鳴と持続性を反映し、Weight 5・Time 4・Flow 5のベクトル配置。,,5,5,0,8,COMPOUND(複合・異種)
ぬめっ,「ぬめ」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,numeʔ,numeʔ,0,5,7,6,6,6,4,496.0,4.05,7,6836.5,7.18,8,0,4,#2F4F4F,31.3,-11.7,-3.7,鼻音の共鳴と持続性・促音による時間的突発性(Decay high)を反映し、Weight 5・Time 7・Flow 6のベクトル配置。,,3,5,0,0,Q(促音単発)
ぬらっ,「ぬら」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,nuɾaʔ,nuɾaʔ,0,4,7,6,5,7,4,502.7,4.09,7,6756.0,7.16,7,0,4,#000000,0.0,0.0,0.0,鼻音の共鳴と持続性・弾き音/ɾ/による運動変化を反映し、Weight 4・Time 7・Flow 5のベクトル配置。,,2,5,0,0,Q(促音単発)
ぬらり,「ぬら」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,「り」変化,nuɾaɾi,nuɾaɾi,0,3,5,5,3,8,5,434.1,3.72,5,2533.1,5.49,6,mh,5,#FFFFFF,100.0,-0.0,0.0,鼻音の共鳴と持続性・弾き音/ɾ/による運動変化を反映し、Weight 3・Time 5・Flow 3のベクトル配置。,,4,6,0,0,RI(り単発)
ぬらりくらり,「ぬらりくら」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,「り」変化,nuɾaɾikuɾaɾi,nuɾaɾikuɾaɾi,0,2,5,5,3,8,4,518.3,4.17,5,2496.9,5.47,5,0,4,#4B3621,24.5,6.4,16.8,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 2・Time 5・Flow 3のベクトル配置。,,4,6,0,0,RI(り単発)
ぬらりぬらり,「ぬらりぬら」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,畳語・「り」変化,nuɾaɾinuɾaɾi,nuɾaɾinuɾaɾi,0,3,4,4,3,8,5,475.6,3.95,4,2307.5,5.33,5,mh,5,#4B3621,24.5,6.4,16.8,鼻音の共鳴と持続性・弾き音/ɾ/による運動変化を反映し、Weight 3・Time 4・Flow 3のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ぬるっ,「ぬる」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,nuɾuʔ,nuɾuʔ,0,4,7,6,6,6,4,474.2,3.94,7,6384.6,7.06,7,0,4,#000000,0.0,0.0,0.0,鼻音の共鳴と持続性・弾き音/ɾ/による運動変化を反映し、Weight 4・Time 7・Flow 6のベクトル配置。,,2,5,0,0,Q(促音単発)
ぬるり,「ぬる」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,「り」変化,nuɾuɾi,nuɾuɾi,0,3,5,5,4,8,5,409.2,3.57,5,2502.4,5.47,6,mh,5,#000080,13.0,47.5,-64.7,鼻音の共鳴と持続性・弾き音/ɾ/による運動変化を反映し、Weight 3・Time 5・Flow 4のベクトル配置。,,4,6,0,0,RI(り単発)
ぬるりぬるり,「ぬるりぬる」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,畳語・「り」変化,nuɾuɾinuɾuɾi,nuɾuɾinuɾuɾi,0,3,4,4,4,7,5,438.6,3.74,4,2285.5,5.32,6,0,4,#000080,13.0,47.5,-64.7,鼻音の共鳴と持続性・弾き音/ɾ/による運動変化を反映し、Weight 3・Time 4・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ねちゃねちゃ,「ねちゃ」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,畳語,netɕanetɕa,netɕanetɕa,0,5,5,3,5,5,8,758.6,5.13,4,5772.9,6.89,8,0,4,#4B0082,20.5,51.7,-53.3,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 5・Time 5・Flow 5のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ねっちり,「ねっち」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,促音・「り」変化,nettɕiɾi,nettɕiɾi,0,4,5,5,6,5,5,593.8,4.51,6,2579.5,5.52,7,mh,5,#708090,52.8,-2.1,-10.6,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 4・Time 5・Flow 6のベクトル配置。,,5,5,5,8,COMPOUND(複合・異種)
ねーねー,「ねー」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,畳語・長音,neːneː,neːneː,0,5,2,3,4,6,6,540.8,4.27,1,2356.8,5.37,6,0,4,#4B0082,20.5,51.7,-53.3,鼻音の共鳴と持続性・長音による持続傾向を反映し、Weight 5・Time 2・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
のそり,「のそ」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,「り」変化,nosoɾi,nosoɾi,0,3,5,5,5,8,4,595.2,4.52,5,3356.3,5.97,5,0,4,#FFFFFF,100.0,-0.0,0.0,摩擦音による流体・気体性・鼻音の共鳴と持続性を反映し、Weight 3・Time 5・Flow 5のベクトル配置。,,4,6,0,0,RI(り単発)
のそりのそり,「のそりのそ」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,畳語・「り」変化,nosoɾinosoɾi,nosoɾinosoɾi,0,3,4,4,5,7,3,730.5,5.03,5,3605.5,6.09,5,0,4,#708090,52.8,-2.1,-10.6,摩擦音による流体・気体性・鼻音の共鳴と持続性を反映し、Weight 3・Time 4・Flow 5のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
のたり,「のた」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,「り」変化,notaɾi,notaɾi,0,3,5,5,4,7,5,408.3,3.56,6,3009.5,5.78,6,mh,5,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 3・Time 5・Flow 4のベクトル配置。,,4,6,0,0,RI(り単発)
のたりのたり,「のたりのた」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,畳語・「り」変化,notaɾinotaɾi,notaɾinotaɾi,0,4,5,4,5,7,5,434.1,3.72,5,2814.6,5.67,6,0,4,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 4・Time 5・Flow 5のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
のっ,「の」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,noʔ,noʔ,0,5,7,6,6,6,3,530.0,4.22,7,7777.5,7.40,7,0,4,#000000,0.0,0.0,0.0,鼻音の共鳴と持続性・促音による時間的突発性(Decay high)を反映し、Weight 5・Time 7・Flow 6のベクトル配置。,,2,5,0,0,Q(促音単発)
のっそり,「のっそ」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,促音・「り」変化,nossoɾi,nossoɾi,0,3,4,4,5,7,4,578.2,4.44,6,2866.4,5.70,6,0,4,#000000,0.0,0.0,0.0,摩擦音による流体・気体性・鼻音の共鳴と持続性を反映し、Weight 3・Time 4・Flow 5のベクトル配置。,,5,5,5,8,COMPOUND(複合・異種)
のったり,「のった」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,促音・「り」変化,nottaɾi,nottaɾi,0,4,4,5,4,6,5,254.2,2.36,6,2800.9,5.66,6,mh,5,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 4・Time 4・Flow 4のベクトル配置。,,5,5,5,8,COMPOUND(複合・異種)
のっぺら,「のっぺら」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音・半濁音,明るい・軽い・小,促音,noppeɾa,noppeɾa,0,4,4,4,3,7,4,388.9,3.44,5,5053.2,6.66,6,mh,5,#D3D3D3,84.6,-0.0,0.0,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 4・Time 4・Flow 3のベクトル配置。,,5,5,0,8,COMPOUND(複合・異種)
のびのび,「のび」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,畳語,nobinobi,nobinobi,0,4,4,4,4,7,6,440.3,3.75,4,4732.5,6.55,6,0,4,#F5F5DC,95.9,-4.2,12.0,濁音による質量感・鼻音の共鳴と持続性を反映し、Weight 4・Time 4・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
のぺっ,「のぺ」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音・半濁音,明るい・軽い・小,促音,nopeʔ,nopeʔ,0,4,7,6,6,6,4,547.3,4.30,7,8029.4,7.45,7,0,4,#000000,0.0,0.0,0.0,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 4・Time 7・Flow 6のベクトル配置。,,2,5,0,0,Q(促音単発)
のらり,「のら」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,「り」変化,noɾaɾi,noɾaɾi,0,3,5,5,3,8,4,489.8,4.02,5,3334.3,5.96,5,mh,5,#FFFFFF,100.0,-0.0,0.0,鼻音の共鳴と持続性・弾き音/ɾ/による運動変化を反映し、Weight 3・Time 5・Flow 3のベクトル配置。,,4,6,0,0,RI(り単発)
のらりくらり,「のらりくら」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,「り」変化,noɾaɾikuɾaɾi,noɾaɾikuɾaɾi,0,2,5,5,3,8,3,565.4,4.39,5,3141.0,5.86,5,0,4,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 2・Time 5・Flow 3のベクトル配置。,,4,6,0,0,RI(り単発)
のらりのらり,「のらりのら」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,畳語・「り」変化,noɾaɾinoɾaɾi,noɾaɾinoɾaɾi,0,3,4,4,3,8,3,563.9,4.38,4,3512.7,6.05,5,0,4,#FFFFFF,100.0,-0.0,0.0,鼻音の共鳴と持続性・弾き音/ɾ/による運動変化を反映し、Weight 3・Time 4・Flow 3のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
のろくさ,「のろくさ」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音,明るい・軽い・小,単発・その他,noɾokusa,noɾokusa,0,4,4,3,4,7,4,360.4,3.25,5,2039.3,5.12,5,0,4,#2F4F4F,31.3,-11.7,-3.7,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 4・Time 4・Flow 4のベクトル配置。,,5,5,0,8,COMPOUND(複合・異種)
のろっ,「のろ」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,noɾoʔ,noɾoʔ,0,4,7,6,6,6,4,474.8,3.94,7,6237.1,7.02,7,0,4,#000000,0.0,0.0,0.0,鼻音の共鳴と持続性・弾き音/ɾ/による運動変化を反映し、Weight 4・Time 7・Flow 6のベクトル配置。,,3,5,0,0,Q(促音単発)
のろり,「のろ」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,「り」変化,noɾoɾi,noɾoɾi,0,3,5,5,4,8,5,444.8,3.78,5,2659.4,5.57,6,0,4,#FFFFFF,100.0,-0.0,0.0,鼻音の共鳴と持続性・弾き音/ɾ/による運動変化を反映し、Weight 3・Time 5・Flow 4のベクトル配置。,,4,6,0,0,RI(り単発)
のろりのろり,「のろりのろ」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,畳語・「り」変化,noɾoɾinoɾoɾi,noɾoɾinoɾoɾi,0,3,4,4,4,8,5,506.2,4.11,4,2545.3,5.50,6,0,4,#2F4F4F,31.3,-11.7,-3.7,鼻音の共鳴と持続性・弾き音/ɾ/による運動変化を反映し、Weight 3・Time 4・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
のーびのび,音が長く尾を引いて持続する音や状態。,擬音語・擬態語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,長音,noːbinobi,noːbinobi,0,4,3,4,4,7,5,733.3,5.04,2,5543.6,6.82,6,0,4,#F5F5F5,96.5,-0.0,0.0,濁音による質量感・鼻音の共鳴と持続性を反映し、Weight 4・Time 3・Flow 4のベクトル配置。,,3,7,5,0,LONG(長音ー)
はいはい,「はい」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,畳語,haihai,haihai,0,4,6,5,4,6,4,688.0,4.88,4,5833.5,6.91,5,mh,5,#FFFFFF,100.0,-0.0,0.0,摩擦音による流体・気体性を反映し、Weight 4・Time 6・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
はた,「はた」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音,明るい・軽い・小,単発・その他,hata,hata,0,5,6,5,5,6,5,381.4,3.39,6,4356.1,6.41,6,0,4,#000000,0.0,0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 5・Time 6・Flow 5のベクトル配置。,,5,5,0,8,COMPOUND(複合・異種)
はたり,「はた」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,「り」変化,hataɾi,hataɾi,0,3,6,6,4,7,4,489.1,4.02,6,4412.7,6.43,6,mh,5,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 6・Flow 4のベクトル配置。,,4,6,0,0,RI(り単発)
はたりはたり,「はたりはた」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,畳語・「り」変化,hataɾihataɾi,hataɾihataɾi,0,4,6,5,4,6,4,546.8,4.30,6,4778.7,6.57,6,0,4,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 4・Time 6・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
はっ,「は」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,haʔ,haʔ,0,5,8,7,6,5,3,640.5,4.70,8,9223.7,7.69,7,0,4,#000000,0.0,0.0,0.0,摩擦音による流体・気体性・促音による時間的突発性(Decay high)を反映し、Weight 5・Time 8・Flow 6のベクトル配置。,,2,5,0,0,Q(促音単発)
