word,language,lang_code,category,domain,meaning_en,pronunciation,morph_type,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,rationale,flags,x13_accent,x14_contour,x15_meter,x16_regularity
c'onc'on,Siwu,sib,State,Texture/Touch,"Woven extremely tightly, dense mesh/fabric",ch'on-ch'on,ROOT,0.5,0.4,0.5,0.35,0.9,0.65,2500.0,0.295,0.5,1.0,0.474,0.8,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
ulakpulak,Siwu,sib,State,Posture/Position,"Unbalanced, terrifying, unstable appearance",u-lak-pu-lak,ROOT,0.5,0.75,0.5,0.35,0.75,0.35,1300.0,0.141,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.75, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
colcol,Siwu,sib,Sound,Dynamics/Motion,Liquids flowing smoothly or gurgling in a stream,chol-chol,ROOT,0.5,0.4,0.5,0.1,0.75,0.35,2500.0,0.295,0.5,1.0,0.474,0.45,0.15,2,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.15, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kpɔrikpɔri,Siwu,sib,State,Texture/Touch,"Rough, coarse, uneven surface like tree bark",kpo-ri-kpo-ri,ROOT,0.65,0.75,0.5,0.7,0.75,0.35,2800.0,0.333,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.75, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
nyimi-nyimi,Siwu,sib,Motion,Dynamics/Motion,"Tiny, continuous, shimmering movements like insects",nyi-mi-nyi-mi,ROOT,0.65,0.4,0.5,0.35,0.98,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kpɔtɔkpɔtɔ,Siwu,sib,State,Texture/Touch,"Thick, muddy, slushy, squelching wetness",kpo-to-kpo-to,ROOT,0.5,0.98,0.5,0.35,0.75,0.35,1300.0,0.141,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.98, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kpikpi,Siwu,sib,State,Density/Spatial,Crowded tightly together without space between,kpi-kpi,ROOT,0.65,0.75,0.5,0.35,0.75,0.35,2800.0,0.333,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.75, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
fɔfɔfɔ,Siwu,sib,State,Texture/Touch,"Fluffy, light, airy cotton-like texture",fo-fo-fo,ROOT,0.5,0.15,0.5,0.55,0.75,0.35,2500.0,0.295,0.8,1.0,0.474,0.45,0.4,3,#FFF8DC,80.0,0.0,30.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.15, Hardness x11=0.4, and Luminance x8=0.8.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kporo-kporo,Siwu,sib,Sound,Sound/Impact,Dry seeds rattling inside a dried gourd,kpo-ro-kpo-ro,ROOT,0.5,0.75,0.5,0.7,0.75,0.35,1300.0,0.141,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.75, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
dzidzidzi,Siwu,sib,State,Psychological/Emotion,Shivering with intense cold or bodily tremor,dzi-dzi-dzi,ROOT,0.65,0.4,0.5,0.55,0.75,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
sɛsɛsɛ,Siwu,sib,State,Texture/Purity,"Clean, pristine, neat condition",se-se-se,ROOT,0.5,0.4,0.5,0.3,0.75,0.35,2500.0,0.295,0.5,1.0,0.474,0.45,0.15,2,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.15, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kpukpu,Siwu,sib,State,Mass/Size,"Short, stubby, thickset physique",kpu-kpu,ROOT,0.5,0.75,0.5,0.35,0.75,0.35,1300.0,0.141,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.75, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
gwada,Shona,sn,Motion,Posture/Position,Kneeling down suddenly or abruptly falling to knees,gwa-da,ROOT,0.65,0.15,0.85,0.35,0.4,0.35,4000.0,0.487,0.5,0.6,0.263,0.8,0.4,3,#808080,50.0,0.0,0.0,"Standard phonetic root mapped to Mass x2=0.15, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,1,0.5,0.0,0.5
gwada-gwada,Shona,sn,Motion,Posture/Position,Intensified or continuous aspect of gwada: kneeling down suddenly or abruptly falling to knees,gwa-da-gwa-da,REDUP_2,0.65,0.15,0.85,0.35,0.9,0.35,4000.0,0.487,0.5,1.0,0.474,0.8,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.15, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
gwadaka,Shona,sn,Verb/State,Posture/Position,Stative verb derived from ideophone root gwada,gwa-da-ka,STATIVE_VERB,0.5,0.4,0.5,0.35,0.75,0.35,2500.0,0.295,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
dzveng,Shona,sn,Motion,Dynamics/Motion,Swerving or dodging quickly to evade an obstacle,dzveng,ROOT,0.8,0.15,0.85,0.55,0.9,0.35,4000.0,0.487,0.5,1.0,0.474,0.8,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.15, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
nyik,Shona,sn,Motion,Texture/Touch,Dipping or immersing something briefly into water,nyik,ROOT,0.65,0.15,0.6,0.35,0.3,0.35,4000.0,0.487,0.5,0.25,0.079,0.45,0.4,3,#808080,50.0,0.0,0.0,"Standard phonetic root mapped to Mass x2=0.15, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
nyik-nyik,Shona,sn,Motion,Texture/Touch,Intensified or continuous aspect of nyik: dipping or immersing something briefly into water,nyik-nyik,REDUP_2,0.65,0.15,0.5,0.35,0.98,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.15, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
nyikka,Shona,sn,Verb/State,Texture/Touch,Stative verb derived from ideophone root nyik,nyik-ka,STATIVE_VERB,0.65,0.4,0.5,0.35,0.9,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
pata-pata,Shona,sn,Sound,Speed/Rhythm,"Clattering, rapid footsteps or sandal sound",pa-ta-pa-ta,ROOT,0.65,0.15,0.85,0.35,0.75,0.35,4000.0,0.487,0.5,1.0,0.474,0.8,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.15, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
pindilili,Shona,sn,Motion,Dynamics/Motion,Entering deep inside a dark cave or room without pause,pin-di-li-li,ROOT,0.45,0.7,0.5,0.35,0.9,0.35,2800.0,0.333,0.05,1.0,0.474,0.45,0.4,3,#050505,5.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.7, Hardness x11=0.4, and Luminance x8=0.05.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
tsvukuru,Shona,sn,Color,Color/Purity,"Striking, rich reddish-brown hue",tsvu-ku-ru,ROOT,0.5,0.4,0.5,0.55,0.75,0.35,2500.0,0.295,0.7,1.0,0.474,0.45,0.4,3,#DC143C,70.0,85.0,50.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.7.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
mbee,Shona,sn,Color,Color/Purity,"Clean, pristine, brightly lit whiteness",mbe-e,ROOT,0.8,0.15,0.6,0.1,0.3,0.35,4000.0,0.487,0.95,0.25,0.079,0.45,0.15,2,#FFFFFF,95.0,0.0,0.0,"Standard phonetic root mapped to Mass x2=0.15, Hardness x11=0.15, and Luminance x8=0.95.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
zii,Shona,sn,State,Silence/Quiet,"Dead, motionless stillness across the land",zi-i,ROOT,0.45,0.4,0.25,0.55,0.3,0.35,2800.0,0.333,0.5,0.25,0.079,0.15,0.15,2,#808080,50.0,0.0,0.0,"Fricative sound mapped to Mass x2=0.4, Hardness x11=0.15, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,0,0.5,0.0,0.5
zii-zii,Shona,sn,State,Silence/Quiet,"Intensified or continuous aspect of zii: dead, motionless stillness across the land",zi-i-zi-i,REDUP_2,0.45,0.4,0.15,0.55,0.9,0.35,2800.0,0.333,0.5,1.0,0.474,0.15,0.15,2,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.15, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
ziika,Shona,sn,Verb/State,Silence/Quiet,Stative verb derived from ideophone root zii,zi-i-ka,STATIVE_VERB,0.65,0.4,0.5,0.55,0.4,0.35,4000.0,0.487,0.5,0.6,0.263,0.45,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
ribi,Shona,sn,Sound,Sound/Impact,Heavy thud of a large animal falling over,ri-bi,ROOT,0.65,0.7,0.6,0.35,0.15,0.35,4000.0,0.487,0.5,0.25,0.079,0.45,0.4,3,#808080,50.0,0.0,0.0,"Standard phonetic root mapped to Mass x2=0.7, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
ribi-ribi,Shona,sn,Sound,Sound/Impact,Intensified or continuous aspect of ribi: heavy thud of a large animal falling over,ri-bi-ri-bi,REDUP_2,0.65,0.7,0.5,0.35,0.9,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.7, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
ribika,Shona,sn,Verb/State,Sound/Impact,Stative verb derived from ideophone root ribi,ri-bi-ka,STATIVE_VERB,0.65,0.4,0.5,0.35,0.75,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
chachacha,Shona,sn,Sound,Dynamics/Motion,Torrential downpour beating on roofs or leaves,cha-cha-cha,ROOT,0.85,0.4,0.5,0.35,0.75,0.65,3700.0,0.449,0.5,1.0,0.474,0.45,0.85,4,#808080,50.0,0.0,0.0,"Click consonant, Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
pwa,Shona,sn,Sound,Sound/Impact,Crushing or squishing an insect or egg,pwa,ROOT,0.5,0.4,0.6,0.35,0.15,0.35,2500.0,0.295,0.5,0.25,0.079,0.45,0.4,3,#808080,50.0,0.0,0.0,"Standard phonetic root mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
pwa-pwa,Shona,sn,Sound,Sound/Impact,Intensified or continuous aspect of pwa: crushing or squishing an insect or egg,pwa-pwa,REDUP_2,0.5,0.4,0.5,0.35,0.9,0.35,2500.0,0.295,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
pwaka,Shona,sn,Verb/State,Sound/Impact,Stative verb derived from ideophone root pwa,pwa-ka,STATIVE_VERB,0.5,0.4,0.5,0.35,0.4,0.35,2500.0,0.295,0.5,0.6,0.263,0.45,0.4,3,#808080,50.0,0.0,0.0,"Standard phonetic root mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
kobvo,Shona,sn,State,Mass/Size,"Extremely thick, heavy rope or plank",ko-bvo,ROOT,0.5,0.7,0.5,0.55,0.4,0.35,2500.0,0.295,0.5,0.6,0.263,0.8,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound mapped to Mass x2=0.7, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
kobvo-kobvo,Shona,sn,State,Mass/Size,"Intensified or continuous aspect of kobvo: extremely thick, heavy rope or plank",ko-bvo-ko-bvo,REDUP_2,0.5,0.7,0.5,0.55,0.9,0.35,2500.0,0.295,0.5,1.0,0.474,0.8,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.7, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kobvoka,Shona,sn,Verb/State,Mass/Size,Stative verb derived from ideophone root kobvo,ko-bvo-ka,STATIVE_VERB,0.5,0.4,0.5,0.55,0.75,0.35,2500.0,0.295,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
timutimutiku,Yoruba,yo,State,Mass/Size,"Plump, rounded, fleshy appearance",ti-mu-ti-mu,ROOT,0.65,0.4,0.5,0.35,0.9,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
bambariba,Yoruba,yo,State,Mass/Size,"Hugely bulky, massive, rotund stature",bam-ba-ri-ba,ROOT,0.65,0.4,0.5,0.35,0.9,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
yomuyomu,Yoruba,yo,State,Taste/Texture,"Deliciously rich, slippery, succulent food texture",yo-mu-yo-mu,ROOT,0.5,0.4,0.5,0.1,0.9,0.35,2500.0,0.295,0.5,1.0,0.474,0.45,0.15,2,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.15, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
fian-fian,Yoruba,yo,Color,Color/Purity,"Blazing, scorching, blinding sunlight",fian-fian,ROOT,0.65,0.15,0.5,0.55,0.9,0.35,4000.0,0.487,0.8,1.0,0.474,0.45,0.4,3,#FFF8DC,80.0,0.0,30.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.15, Hardness x11=0.4, and Luminance x8=0.8.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
girigiri,Yoruba,yo,Motion,Dynamics/Motion,Rushing forward in a stampede or heavy footsteps,gi-ri-gi-ri,ROOT,0.65,0.7,0.5,0.35,0.75,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.7, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
radarada,Yoruba,yo,State,Psychological/Behavior,"Senseless, disorderly, trashy behavior/appearance",ra-da-ra-da,ROOT,0.5,0.4,0.5,0.35,0.75,0.35,2500.0,0.295,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
san-an,Yoruba,yo,Color,Color/Purity,"Crystal clear, transparent, unclouded sky or liquid",san-an,ROOT,0.5,0.4,0.5,0.55,0.9,0.35,2500.0,0.295,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
patapata,Yoruba,yo,State,State/Totality,"Completely, entirely, altogether finished",pa-ta-pa-ta,ROOT,0.5,0.4,0.5,0.35,0.75,0.35,2500.0,0.295,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
felefele,Yoruba,yo,State,Texture/Touch,"Paper-thin, delicate, light sheet material",fe-le-fe-le,ROOT,0.65,0.15,0.5,0.55,0.75,0.35,4000.0,0.487,0.8,1.0,0.474,0.45,0.4,3,#FFF8DC,80.0,0.0,30.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.15, Hardness x11=0.4, and Luminance x8=0.8.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
gbosa,Yoruba,yo,Sound,Sound/Impact,Explosive loud crack of a gunshot or heavy slap,gbo-sa,ROOT,0.5,0.98,0.5,0.55,0.4,0.35,1300.0,0.141,0.5,0.6,0.263,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Fricative sound mapped to Mass x2=0.98, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
gbosa-gbosa,Yoruba,yo,Sound,Sound/Impact,Intensified or continuous aspect of gbosa: explosive loud crack of a gunshot or heavy slap,gbo-sa-gbo-sa,REDUP_2,0.5,0.98,0.5,0.55,0.9,0.35,1300.0,0.141,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Fricative sound, Reduplicated form mapped to Mass x2=0.98, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
gbosanci,Yoruba,yo,Abstract,Sound/Impact,Abstract state/quality associated with gbosa,gbo-sa-nci,DERIVATIVE,0.65,0.75,0.5,0.55,0.9,0.35,2800.0,0.333,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Fricative sound, Reduplicated form mapped to Mass x2=0.75, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kia-kia,Yoruba,yo,Motion,Speed/Rhythm,"Extremely fast, prompt, swift action",kia-kia,ROOT,0.8,0.15,0.85,0.35,0.75,0.35,4000.0,0.487,0.5,1.0,0.474,0.8,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.15, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
rederede,Yoruba,yo,State,Psychological/Behavior,"Foolish, absurd, nonsensical conduct",re-de-re-de,ROOT,0.65,0.4,0.5,0.35,0.75,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
