word,pronunciation_romaji,meaning_en,category,domain,polarity,intensity,tone,morphology,ipa_clean,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,rationale,flags,x13_accent,x14_contour,x15_meter,x16_regularity,morph_type
ぽいっ,poit,Manner or sound of ぽいっ: 「ぽい」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,poiʔ,4,8,6,6,6,3,705.9,4.95,8,8029.5,7.45,7,mh,5,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 8, and Flow 6.",,2,5,0,0,Q(促音単発)
ぽいん,poin,Manner or sound of ぽいん: 「ぽい」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,poiŋ,4,6,6,5,5,4,719.1,4.99,6,5104.3,6.68,7,0,4,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 6, and Flow 5.",,3,6,5,0,N(撥音単発)
ぽかっ,pokat,Manner or sound of ぽかっ: 「ぽか」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pokaʔ,4,7,7,5,6,3,641.6,4.71,8,8562.7,7.56,7,mh,5,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 7, and Flow 5.",,2,5,0,0,Q(促音単発)
ぽかりぽかり,pokaripokari,Manner or sound of ぽかりぽかり: 「ぽかりぽか」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pokaɾipokaɾi,3,5,5,4,7,3,655.9,4.76,5,4273.4,6.38,5,mh,5,#FF4500,57.6,67.8,69.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 5, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
ぽかん,pokan,Manner or sound of ぽかん: 「ぽか」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pokaŋ,4,6,7,4,5,4,540.2,4.27,6,5448.3,6.79,6,0,4,#FF4500,57.6,67.8,69.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 6, and Flow 4.",,3,6,5,0,N(撥音単発)
ぽかーん,poka-n,Manner or sound of ぽかーん: 「ぽかー」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pokaːŋ,3,4,6,3,6,4,867.8,5.47,2,5730.2,6.88,6,mh,5,#DAA520,70.8,8.5,68.8,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 3, Time 4, and Flow 3.",,3,7,5,0,LONG(長音ー)
ぽきりぽきり,pokiripokiri,Manner or sound of ぽきりぽきり: 「ぽきりぽき」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pokiɾipokiɾi,3,6,6,5,5,2,1070.2,6.00,6,8059.2,7.46,6,0,4,#CD853F,61.8,21.4,47.9,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 6, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
ぽくぽく,pokupoku,Manner or sound of ぽくぽく: 「ぽく」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pokupoku,4,5,4,4,7,5,443.2,3.77,5,3159.8,5.87,6,0,4,#CD853F,61.8,21.4,47.9,"Reflecting unvoiced plosives for a vector configuration of Weight 4, Time 5, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
ぽけっ,poket,Manner or sound of ぽけっ: 「ぽけ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pokeʔ,4,8,6,6,6,3,627.6,4.65,8,8533.7,7.55,7,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 8, and Flow 6.",,2,5,0,0,Q(促音単発)
ぽけーっ,poke-t,Manner or sound of ぽけーっ: 「ぽけー」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pokeːʔ,4,5,6,5,7,3,901.6,5.57,5,7507.8,7.34,6,mh,5,#F0FFFF,98.9,-4.9,-1.7,"Reflecting unvoiced plosives and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 5, and Flow 5.",,2,6,5,0,LONG(長音ー)
ぽこっ,pokot,Manner or sound of ぽこっ: 「ぽこ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pokoʔ,4,8,7,6,6,3,601.7,4.54,8,7298.4,7.29,7,mh,5,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 8, and Flow 6.",,2,5,0,0,Q(促音単発)
ぽこぽこ,pokopoko,Manner or sound of ぽこぽこ: 「ぽこ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pokopoko,3,5,4,3,7,4,470.3,3.92,5,3044.9,5.80,5,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives for a vector configuration of Weight 3, Time 5, and Flow 3.",,4,5,5,1,REDUP(畳語・同一)
ぽこり,pokori,Manner or sound of ぽこり: 「ぽこ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pokoɾi,2,6,6,4,7,4,557.5,4.35,6,3656.0,6.11,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 2, Time 6, and Flow 4.",,4,6,0,0,RI(り単発)
ぽこん,pokon,Manner or sound of ぽこん: 「ぽこ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pokoŋ,4,7,7,5,5,4,508.4,4.12,6,4582.5,6.50,7,0,4,#808080,53.6,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 7, and Flow 5.",,3,6,5,0,N(撥音単発)
ぽこんぽこん,pokonpokon,Manner or sound of ぽこんぽこん: 「ぽこんぽこ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pokompokoŋ,3,6,5,4,6,5,394.9,3.48,5,3728.2,6.15,6,mh,5,#A9A9A9,69.2,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 3, Time 6, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
ぽさーっ,posa-t,Manner or sound of ぽさーっ: 「ぽさー」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,posaːʔ,3,5,5,5,7,3,897.4,5.55,5,7637.1,7.36,6,mh,5,#FF0000,53.2,80.1,67.2,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 5, and Flow 5.",,2,6,5,0,LONG(長音ー)
ぽしゃっ,poshat,Manner or sound of ぽしゃっ: 「ぽしゃ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,poɕaʔ,4,8,7,5,6,4,718.0,4.99,8,10667.1,7.93,7,0,4,#778899,55.9,-2.2,-11.1,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 8, and Flow 5.",,3,5,0,0,Q(促音単発)
ぽしゃり,poshari,Manner or sound of ぽしゃり: 「ぽしゃ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,poɕaɾi,3,6,6,4,8,5,619.2,4.62,6,6429.9,7.07,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 6, and Flow 4.",,4,6,0,0,RI(り単発)
ぽしゃん,poshan,Manner or sound of ぽしゃん: 「ぽしゃ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,poɕaŋ,4,7,7,4,5,5,622.9,4.63,6,8208.0,7.49,7,0,4,#4682B4,52.5,-4.1,-32.2,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 7, and Flow 4.",,3,6,5,0,N(撥音単発)
ぽじゃぽじゃ,pojapoja,Manner or sound of ぽじゃぽじゃ: 「ぽじゃ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,podʑapodʑa,4,5,4,3,7,6,391.0,3.45,4,6732.0,7.15,7,mh,5,#FF0000,53.2,80.1,67.2,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 4, Time 5, and Flow 3.",,4,5,5,1,REDUP(畳語・同一)
ぽたっ,potat,Manner or sound of ぽたっ: 「ぽた」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,potaʔ,4,8,6,6,6,4,504.8,4.10,8,7666.5,7.37,7,0,4,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 8, and Flow 6.",,2,5,0,0,Q(促音単発)
ぽたっぽたっ,potatpotat,Manner or sound of ぽたっぽたっ: 「ぽたっぽた」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,potappotaʔ,4,6,5,5,7,6,342.6,3.12,6,4654.8,6.52,7,mh,5,#4169E1,47.8,26.3,-65.3,"Reflecting unvoiced plosives and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 6, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
ぽたり,potari,Manner or sound of ぽたり: 「ぽた」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,potaɾi,3,6,5,4,8,5,453.3,3.83,6,3144.9,5.86,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 6, and Flow 4.",,4,6,0,0,RI(り単発)
ぽちっ,pochit,Manner or sound of ぽちっ: 「ぽち」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,potɕiʔ,4,8,7,7,5,4,905.8,5.58,8,8114.7,7.47,7,0,4,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 8, and Flow 7.",,2,5,0,0,Q(促音単発)
ぽちぽち,pochipochi,Manner or sound of ぽちぽち: 「ぽち」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,potɕipotɕi,3,5,5,5,6,5,1023.6,5.89,6,4856.9,6.60,6,0,4,#708090,52.8,-2.1,-10.6,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 5, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
ぽちゃっ,pochat,Manner or sound of ぽちゃっ: 「ぽちゃ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,potɕaʔ,4,8,6,6,6,4,886.8,5.52,8,9758.7,7.78,8,mh,5,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 8, and Flow 6.",,2,5,0,0,Q(促音単発)
ぽちゃぽちゃ,pochapocha,Manner or sound of ぽちゃぽちゃ: 「ぽちゃ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,potɕapotɕa,3,6,4,3,7,6,974.3,5.76,5,7057.8,7.23,7,0,4,#4B3621,24.5,6.4,16.8,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 6, and Flow 3.",,4,5,5,1,REDUP(畳語・同一)
ぽちゃり,pochari,Manner or sound of ぽちゃり: 「ぽちゃ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,potɕaɾi,3,6,6,4,7,5,796.5,5.25,6,5413.6,6.78,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 6, and Flow 4.",,4,6,0,0,RI(り単発)
ぽちゃん,pochan,Manner or sound of ぽちゃん: 「ぽちゃ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,potɕaŋ,4,7,7,5,5,6,804.2,5.28,7,7230.0,7.27,7,0,4,#4682B4,52.5,-4.1,-32.2,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 7, and Flow 5.",,3,6,5,0,N(撥音単発)
ぽっ,pot,Manner or sound of ぽっ: 「ぽ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,poʔ,4,7,6,6,6,4,561.6,4.37,8,7685.6,7.38,7,mh,5,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 7, and Flow 6.",,2,5,0,0,Q(促音単発)
ぽっきり,potkiri,Manner or sound of ぽっきり: 「ぽっき」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pokkiɾi,3,6,6,4,7,3,649.7,4.74,6,5188.4,6.71,7,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 6, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
ぽっくりぽっくり,potkuripotkuri,Manner or sound of ぽっくりぽっくり: 「ぽっくりぽっく」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pokkuɾipokkuɾi,3,6,5,5,7,4,493.1,4.04,6,3348.1,5.96,6,mh,5,#DEB887,77.0,7.0,30.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 6, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
ぽっこり,potkori,Manner or sound of ぽっこり: 「ぽっこ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pokkoɾi,3,5,5,4,7,4,444.5,3.78,6,2924.4,5.73,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 5, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
ぽったり,pottari,Manner or sound of ぽったり: 「ぽった」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pottaɾi,4,5,5,4,7,5,288.4,2.68,6,2471.0,5.45,6,mh,5,#FFB6C1,81.1,28.0,5.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 4, Time 5, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
ぽっちゃん,potchan,Manner or sound of ぽっちゃん: 「ぽっちゃ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pottɕaŋ,4,6,6,4,6,6,559.5,4.36,6,5032.8,6.66,7,mh,5,#FFB6C1,81.1,28.0,5.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 6, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
ぽっちり,potchiri,Manner or sound of ぽっちり: 「ぽっち」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pottɕiɾi,3,5,5,5,6,5,641.1,4.70,6,3003.3,5.78,7,mh,5,#FFB6C1,81.1,28.0,5.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 5, and Flow 5.",,5,5,5,8,COMPOUND(複合・異種)
ぽっつり,pottsuri,Manner or sound of ぽっつり: 「ぽっつ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pottsuɾi,3,4,5,4,7,5,381.0,3.39,6,2162.3,5.22,6,mh,5,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 4, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
ぽつり,potsuri,Manner or sound of ぽつり: 「ぽつ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,potsuɾi,3,6,6,4,8,5,525.9,4.20,6,3363.8,5.97,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 6, and Flow 4.",,4,6,0,0,RI(り単発)
ぽつりぽつり,potsuripotsuri,Manner or sound of ぽつりぽつり: 「ぽつりぽつ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,potsuɾipotsuɾi,3,5,5,5,7,5,618.7,4.61,5,3533.2,6.06,6,0,4,#808080,53.6,-0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 5, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
ぽつん,potsun,Manner or sound of ぽつん: 「ぽつ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,potsuŋ,4,7,7,6,5,5,538.1,4.26,6,5027.0,6.65,7,0,4,#808080,53.6,-0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 7, and Flow 6.",,3,6,5,0,N(撥音単発)
ぽてぽて,potepote,Manner or sound of ぽてぽて: 「ぽて」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,potepote,4,4,3,4,7,6,445.4,3.78,4,2196.5,5.25,6,0,4,#4B3621,24.5,6.4,16.8,"Reflecting unvoiced plosives for a vector configuration of Weight 4, Time 4, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
ぽてり,poteri,Manner or sound of ぽてり: 「ぽて」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,poteɾi,3,5,5,4,8,5,503.6,4.09,6,3277.2,5.93,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 5, and Flow 4.",,4,6,0,0,RI(り単発)
ぽとっ,potot,Manner or sound of ぽとっ: 「ぽと」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,potoʔ,4,7,6,6,6,4,536.0,4.25,8,7193.1,7.26,7,0,4,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 7, and Flow 6.",,2,5,0,0,Q(促音単発)
ぽとり,potori,Manner or sound of ぽとり: 「ぽと」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,potoɾi,3,5,5,4,8,5,480.7,3.97,6,3134.6,5.85,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 5, and Flow 4.",,4,6,0,0,RI(り単発)
ぽとん,poton,Manner or sound of ぽとん: 「ぽと」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,potoŋ,4,7,7,5,5,5,454.3,3.83,6,3959.6,6.25,7,0,4,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 7, and Flow 5.",,3,6,5,0,N(撥音単発)
ぽやぽや,poyapoya,Manner or sound of ぽやぽや: 「ぽや」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pojapoja,3,4,3,2,8,6,499.0,4.07,3,3505.6,6.04,5,mh,5,#D3D3D3,84.6,-0.0,0.0,"Reflecting unvoiced plosives for a vector configuration of Weight 3, Time 4, and Flow 2.",,4,5,5,1,REDUP(畳語・同一)
ぽよよん,poyoyon,Manner or sound of ぽよよん: 「ぽよよ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pojojoŋ,4,6,6,4,6,5,428.2,3.68,5,3481.5,6.03,6,0,4,#808080,53.6,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 6, and Flow 4.",,3,6,5,0,N(撥音単発)
ぽりぽり,poripori,Manner or sound of ぽりぽり: 「ぽりぽ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,poɾipoɾi,3,5,5,4,7,4,653.7,4.75,5,4083.2,6.30,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 5, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
ぽろっ,porot,Manner or sound of ぽろっ: 「ぽろ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,poɾoʔ,4,7,6,5,7,4,535.4,4.25,7,6597.1,7.12,7,0,4,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 4, Time 7, and Flow 5.",,2,5,0,0,Q(促音単発)
ぽろり,porori,Manner or sound of ぽろり: 「ぽろ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,poɾoɾi,3,5,5,3,8,5,501.9,4.08,5,3022.5,5.79,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 5, and Flow 3.",,4,6,0,0,RI(り単発)
ぽんっ,pont,Manner or sound of ぽんっ: 「ぽん」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,poŋʔ,4,7,7,6,6,4,550.1,4.32,7,7701.6,7.38,7,mh,5,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 7, and Flow 6.",,2,5,0,0,Q(促音単発)
ぽんぽこ,ponpoko,Manner or sound of ぽんぽこ: 「ぽんぽこ」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pompoko,3,5,5,3,7,5,325.9,2.99,5,2653.8,5.57,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 3, Time 5, and Flow 3.",,5,5,5,8,COMPOUND(複合・異種)
ぽんぽこぽん,ponpokopon,Manner or sound of ぽんぽこぽん: 「ぽんぽこぽ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pompokopoŋ,4,5,5,3,6,5,285.1,2.65,5,2754.5,5.63,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 5, and Flow 3.",,5,5,5,8,COMPOUND(複合・異種)
ぽんぽこりん,ponpokorin,Manner or sound of ぽんぽこりん: 「ぽんぽこり」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pompokoɾiŋ,3,5,6,4,6,5,584.3,4.47,5,3306.1,5.94,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 3, Time 5, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
まざまざ,mazamaza,Manner or sound of まざまざ: 「まざ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,mazamaza,5,4,4,4,6,5,322.3,2.96,3,7638.8,7.37,6,0,4,#8B4513,37.5,26.4,41.0,"Reflecting voiced consonants and nasal resonance for a vector configuration of Weight 5, Time 4, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
まったり,mattari,Manner or sound of まったり: まろやかでゆったりした manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,mattaɾi,5,5,5,4,6,6,264.7,2.46,6,2690.0,5.59,6,0,4,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 5, Time 5, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
みすみす,misumisu,Manner or sound of みすみす: 「みす」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,misumisu,3,4,4,5,7,5,644.7,4.72,4,3985.3,6.26,5,0,4,#808080,53.6,-0.0,0.0,"Reflecting fricatives and nasal resonance for a vector configuration of Weight 3, Time 4, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
