word,pronunciation_romaji,cat_bit,dom_bit,pol_code,int_bit,tone_code,morph_bit,ipa_clean,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,x13_accent,x14_contour,x15_meter,x16_regularity,morph_type
はーは,ha-ha,4,2,0,1,0,1,haːha,3,3,5,4,7,4,965.3,5.74,2,6658.0,7.13,5,mh,5,#FFD700,86.9,-1.9,87.1,2,7,5,0,LONG(長音ー)
ばかすか,bakasuka,4,2,0,1,0,1,bakasuka,4,5,5,3,7,2,636.4,4.68,5,7580.3,7.35,4,mh,5,#F5F5F5,96.5,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
ばかばか,bakabaka,4,2,0,1,0,1,bakabaka,5,6,5,3,6,4,465.1,3.89,5,7816.6,7.40,6,mh,5,#FF0000,53.2,80.1,67.2,4,5,5,1,REDUP(畳語・同一)
ばきっ,bakit,4,2,0,1,0,1,bakiʔ,5,8,8,7,5,3,764.1,5.15,8,10771.7,7.95,7,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ばきばき,bakibaki,4,2,0,1,0,1,bakibaki,5,6,6,4,5,4,793.4,5.24,6,9350.6,7.71,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ばさっ,basat,4,2,0,1,0,1,basaʔ,5,8,7,6,6,3,541.4,4.28,8,9991.9,7.82,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ばさばさ,basabasa,4,2,0,1,0,1,basabasa,4,6,4,3,7,4,496.7,4.06,5,7632.5,7.36,5,0,4,#D2B48C,75.0,5.0,24.4,4,5,5,1,REDUP(畳語・同一)
ばさり,basari,4,2,0,1,0,1,basaɾi,3,6,6,4,8,4,499.5,4.07,6,5775.2,6.89,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ばさりばさり,basaribasari,4,2,0,1,0,1,basaɾibasaɾi,4,6,5,3,7,3,576.8,4.44,5,6575.7,7.11,5,0,4,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ばしばし,bashibashi,4,2,0,1,0,1,baɕibaɕi,6,6,5,5,5,5,547.8,4.31,5,8361.5,7.52,6,0,4,#4682B4,52.5,-4.1,-32.2,4,5,5,1,REDUP(畳語・同一)
ばしゃん,bashan,4,2,0,1,0,1,baɕaŋ,5,7,7,5,5,5,545.4,4.29,7,10446.0,7.90,7,0,4,#4682B4,52.5,-4.1,-32.2,3,6,5,0,N(撥音単発)
ばたばた,batabata,4,2,0,1,0,1,batabata,6,6,5,4,5,5,321.2,2.95,5,8354.9,7.52,6,mh,5,#8B4513,37.5,26.4,41.0,4,5,5,1,REDUP(畳語・同一)
ばたばたっ,batabatat,4,2,0,1,0,1,batabataʔ,6,8,7,6,5,4,388.1,3.43,8,10800.7,7.95,7,mh,5,#000000,0.0,0.0,0.0,3,5,0,0,Q(促音単発)
ばたり,batari,4,2,0,1,0,1,bataɾi,4,6,6,4,7,5,380.6,3.38,6,5827.2,6.91,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ばたりばたり,bataribatari,4,2,0,1,0,1,bataɾibataɾi,5,6,5,4,6,5,392.8,3.46,6,6596.3,7.12,6,mh,5,#000000,0.0,0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ばたん,batan,4,2,0,1,0,1,bataŋ,6,7,7,5,4,5,372.3,3.33,7,7557.5,7.35,7,0,4,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
ばたんばたん,batanbatan,4,2,0,1,0,1,batambataŋ,6,7,6,4,5,5,283.7,2.64,5,8287.9,7.50,7,mh,5,#FF0000,53.2,80.1,67.2,4,5,5,1,REDUP(畳語・同一)
ばちばち,bachibachi,4,2,0,1,0,1,batɕibatɕi,5,7,6,6,4,4,1026.3,5.89,6,9302.3,7.70,7,0,4,#8B4513,37.5,26.4,41.0,4,5,5,1,REDUP(畳語・同一)
ばちゃばちゃ,bachabacha,4,2,0,1,0,1,batɕabatɕa,5,7,5,3,5,6,1002.7,5.84,6,11829.9,8.11,7,mh,5,#D3D3D3,84.6,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ばちゃん,bachan,4,2,0,1,0,1,batɕaŋ,5,8,8,5,4,5,796.4,5.25,7,10029.5,7.83,8,0,4,#4682B4,52.5,-4.1,-32.2,3,6,5,0,N(撥音単発)
ばっ,bat,4,2,0,1,0,1,baʔ,5,8,7,6,5,4,492.6,4.04,8,10166.1,7.85,8,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ばっさばっさ,batsabatsa,4,2,0,1,0,1,bassabassa,5,6,6,3,7,4,515.7,4.15,6,8559.0,7.56,5,0,4,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ばったん,battan,4,2,0,1,0,1,battaŋ,6,8,8,5,4,5,356.3,3.22,7,8457.8,7.54,8,0,4,#8B4513,37.5,26.4,41.0,3,6,5,0,N(撥音単発)
ばてばて,batebate,4,2,0,1,0,1,batebate,6,5,5,4,5,6,392.5,3.46,4,6539.6,7.10,6,mh,5,#8B4513,37.5,26.4,41.0,4,5,5,1,REDUP(畳語・同一)
ばばばばば,bababababa,4,2,0,1,0,1,bababababa,6,6,5,4,7,6,228.6,2.09,5,8371.7,7.52,7,mh,5,#4169E1,47.8,26.3,-65.3,5,5,0,8,COMPOUND(複合・異種)
ばらっ,barat,4,2,0,1,0,1,baɾaʔ,5,8,6,5,6,3,505.0,4.10,7,9569.8,7.75,7,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ばらばら,barabara,4,2,0,1,0,1,baɾabaɾa,4,6,4,2,8,4,384.2,3.41,4,8028.2,7.45,5,mh,5,#8B4513,37.5,26.4,41.0,4,5,5,1,REDUP(畳語・同一)
ばらばらっ,barabarat,4,2,0,1,0,1,baɾabaɾaʔ,5,7,6,4,7,3,461.5,3.87,7,9366.1,7.71,7,mh,5,#000000,0.0,0.0,0.0,3,5,0,0,Q(促音単発)
ばらり,barari,4,2,0,1,0,1,baɾaɾi,3,6,6,3,8,4,435.7,3.73,5,5105.2,6.68,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ばらんばらん,baranbaran,4,2,0,1,0,1,baɾambaɾaŋ,5,5,5,2,6,5,345.9,3.14,4,6625.3,7.12,6,mh,5,#B8860B,59.2,9.9,62.7,4,5,5,1,REDUP(畳語・同一)
ばりっ,barit,4,2,0,1,0,1,baɾiʔ,5,8,7,7,5,3,732.3,5.04,8,9776.2,7.78,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ばりばり,baribari,4,2,0,1,0,1,baɾibaɾi,4,5,5,4,7,4,485.1,4.00,5,6247.4,7.02,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ばりばりっ,baribarit,4,2,0,1,0,1,baɾibaɾiʔ,5,8,7,6,5,3,729.8,5.03,8,9997.7,7.82,7,0,4,#000000,0.0,0.0,0.0,3,5,0,0,Q(促音単発)
ばりぼり,baribori,4,2,0,1,0,1,baɾiboɾi,4,6,6,5,7,4,442.5,3.76,6,5871.9,6.92,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ばりん,barin,4,2,0,1,0,1,baɾiŋ,5,7,8,5,4,4,771.9,5.17,7,7343.5,7.30,7,mc,3,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
ばん,ban,4,2,0,1,0,1,baŋ,5,7,7,5,4,5,416.6,3.61,6,7456.1,7.32,7,0,4,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
ばーっ,ba-t,4,2,0,1,0,1,baːʔ,5,5,6,6,6,4,772.5,5.18,5,9009.2,7.65,6,mh,5,#FF0000,53.2,80.1,67.2,2,6,5,0,LONG(長音ー)
ばーん,ba-n,4,2,0,1,0,1,baːŋ,5,4,7,4,5,5,776.0,5.19,2,8236.2,7.49,6,mh,5,#FFD700,86.9,-1.9,87.1,3,7,5,0,LONG(長音ー)
ぱかっ,pakat,4,2,0,1,0,1,pakaʔ,4,8,7,6,5,2,896.8,5.55,8,10194.8,7.86,7,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぱかぱか,pakapaka,4,2,0,1,0,1,pakapaka,3,6,5,3,6,2,1018.4,5.87,5,6960.4,7.21,4,mh,5,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ぱくっ,pakut,4,2,0,1,0,1,pakuʔ,4,8,7,7,5,3,696.8,4.91,8,8473.5,7.54,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぱさっ,pasat,4,2,0,1,0,1,pasaʔ,3,8,6,6,6,2,846.2,5.41,8,9867.5,7.80,6,0,4,#D2B48C,75.0,5.0,24.4,2,5,0,0,Q(促音単発)
ぱさり,pasari,4,2,0,1,0,1,pasaɾi,2,6,6,4,8,3,787.7,5.22,6,5681.9,6.86,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ぱしっ,pashit,4,2,0,1,0,1,paɕiʔ,4,8,7,7,5,3,923.7,5.63,8,9626.6,7.76,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぱしゃぱしゃ,pashapasha,4,2,0,1,0,1,paɕapaɕa,3,6,5,3,6,4,1068.8,6.00,5,11371.9,8.04,6,0,4,#4682B4,52.5,-4.1,-32.2,4,5,5,1,REDUP(畳語・同一)
ぱしゃん,pashan,4,2,0,1,0,1,paɕaŋ,4,8,7,5,5,4,886.6,5.52,7,9663.1,7.76,7,0,4,#4682B4,52.5,-4.1,-32.2,3,6,5,0,N(撥音単発)
ぱたり,patari,4,2,0,1,0,1,pataɾi,3,6,6,4,7,4,672.5,4.82,6,5014.3,6.65,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ぱたん,patan,4,2,0,1,0,1,pataŋ,4,7,7,5,4,4,719.9,5.00,7,6684.6,7.14,7,0,4,#2F4F4F,31.3,-11.7,-3.7,3,6,5,0,N(撥音単発)
ぱちっ,pachit,4,2,0,1,0,1,patɕiʔ,4,8,7,7,4,2,1221.7,6.34,8,10079.4,7.84,7,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぱちゃぱちゃ,pachapacha,4,2,0,1,0,1,patɕapatɕa,3,7,5,4,5,4,1472.7,6.81,6,10578.6,7.92,6,mh,5,#FF4500,57.6,67.8,69.0,4,5,5,1,REDUP(畳語・同一)
ぱちゃん,pachan,4,2,0,1,0,1,patɕaŋ,4,8,7,5,4,4,1150.9,6.18,7,9398.1,7.72,7,0,4,#4682B4,52.5,-4.1,-32.2,3,6,5,0,N(撥音単発)
ぱちり,pachiri,4,2,0,1,0,1,patɕiɾi,2,7,7,5,6,3,1112.0,6.10,6,6464.5,7.08,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ぱちん,pachin,4,2,0,1,0,1,patɕiŋ,4,7,7,6,4,3,1251.9,6.40,7,7447.5,7.32,7,0,4,#FF4500,57.6,67.8,69.0,3,6,5,0,N(撥音単発)
ぱっかり,patkari,4,2,0,1,0,1,pakkaɾi,3,6,6,4,7,3,707.3,4.95,7,4380.7,6.42,6,mh,5,#000000,0.0,0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
ぱっくり,patkuri,4,2,0,1,0,1,pakkuɾi,3,6,5,5,6,4,595.8,4.52,7,3655.1,6.11,6,mh,5,#8B4513,37.5,26.4,41.0,5,5,5,8,COMPOUND(複合・異種)
ぱったり,pattari,4,2,0,1,0,1,pattaɾi,4,6,5,5,6,4,577.9,4.44,6,4680.2,6.53,6,mh,5,#FFFFFF,100.0,-0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
ぱっぱ,patpa,4,2,0,1,0,1,pappa,3,6,6,5,6,4,821.8,5.33,6,6775.1,7.16,6,mh,5,#FFFFFF,100.0,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
ぱっぱか,patpaka,4,2,0,1,0,1,pappaka,3,6,6,4,6,3,894.5,5.55,6,6918.0,7.20,6,mh,5,#FFFFFF,100.0,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
ぱっぱっ,patpat,4,2,0,1,0,1,pappaʔ,4,7,6,5,6,3,810.8,5.30,6,7918.7,7.43,7,mh,5,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ぱぱっ,papat,4,2,0,1,0,1,papaʔ,4,8,7,6,6,2,910.4,5.59,8,10145.0,7.85,7,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぱらっ,parat,4,2,0,1,0,1,paɾaʔ,3,8,6,5,6,2,810.8,5.30,8,9484.5,7.73,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぱらり,parari,4,2,0,1,0,1,paɾaɾi,2,6,5,3,8,3,721.9,5.00,6,5037.4,6.66,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ぱらん,paran,4,2,0,1,0,1,paɾaŋ,3,7,7,4,5,3,751.5,5.11,6,6344.6,7.05,6,0,4,#FFFFFF,100.0,-0.0,0.0,3,6,5,0,N(撥音単発)
ぱりぽり,paripori,4,2,0,1,0,1,paɾipoɾi,2,6,6,4,7,3,929.4,5.64,6,5642.4,6.85,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ぱん,pan,4,2,0,1,0,1,paŋ,4,7,7,5,5,4,777.0,5.19,6,6675.3,7.14,7,0,4,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
ぱんぱん,panpan,4,2,0,1,0,1,pampaŋ,4,6,6,4,5,4,774.1,5.18,5,7040.7,7.23,6,mh,5,#FF4500,57.6,67.8,69.0,4,5,5,1,REDUP(畳語・同一)
ぱーっ,pa-t,4,2,0,1,0,1,paːʔ,4,5,6,5,6,3,1001.1,5.83,5,8083.3,7.46,6,mh,5,#FFD700,86.9,-1.9,87.1,2,6,5,0,LONG(長音ー)
ぱーぱー,pa-pa-,4,2,0,1,0,1,paːpaː,3,4,4,3,6,4,934.4,5.66,3,6030.8,6.96,5,mh,5,#FFD700,86.9,-1.9,87.1,4,5,5,1,REDUP(畳語・同一)
ぱーん,pa-n,4,2,0,1,0,1,paːŋ,4,4,6,4,5,4,1036.4,5.92,3,7195.2,7.26,6,mh,5,#FFD700,86.9,-1.9,87.1,3,7,5,0,LONG(長音ー)
ひいひいひ,hiihiihi,4,2,0,1,0,1,çiiçiiçi,3,5,5,6,7,4,1337.1,6.56,5,5637.5,6.85,5,0,4,#FFFFFF,100.0,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
ひいよろよろ,hiiyoroyoro,4,2,0,1,0,1,çiijoɾojoɾo,4,4,4,4,8,5,591.4,4.50,4,1983.1,5.07,6,0,4,#A9A9A9,69.2,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
ひかひか,hikahika,4,2,0,1,0,1,çikaçika,2,6,5,4,7,2,1572.4,6.97,5,7578.2,7.35,5,0,4,#FFD700,86.9,-1.9,87.1,4,5,5,1,REDUP(畳語・同一)
ひかる,hikaru,4,2,0,1,0,1,çikaɾu,3,5,5,5,7,4,1108.4,6.09,5,4522.2,6.47,5,0,4,#FFFFFF,100.0,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
ひきひき,hikihiki,4,2,0,1,0,1,çikiçiki,2,6,6,6,6,3,1774.7,7.28,5,8646.3,7.58,5,0,4,#708090,52.8,-2.1,-10.6,4,5,5,1,REDUP(畳語・同一)
ひくっ,hikut,4,2,0,1,0,1,çikuʔ,4,8,7,7,6,3,954.9,5.71,8,8493.1,7.55,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ひくひく,hikuhiku,4,2,0,1,0,1,çikuçiku,3,6,4,5,7,4,1362.7,6.61,5,5401.2,6.78,5,mc,3,#708090,52.8,-2.1,-10.6,4,5,5,1,REDUP(畳語・同一)
ひくひくっ,hikuhikut,4,2,0,1,0,1,çikuçikuʔ,3,8,6,7,6,3,1174.6,6.24,8,8389.4,7.52,7,0,4,#000000,0.0,0.0,0.0,3,5,0,0,Q(促音単発)
ひげひげ,higehige,4,2,0,1,0,1,çiɡeçiɡe,4,5,5,5,7,4,1088.1,6.04,4,4842.1,6.59,6,mc,3,#708090,52.8,-2.1,-10.6,4,5,5,1,REDUP(畳語・同一)
ひさひさ,hisahisa,4,2,0,1,0,1,çisaçisa,2,5,4,4,8,3,1350.1,6.59,4,6051.0,6.97,4,mc,3,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ひたひた,hitahita,4,2,0,1,0,1,çitaçita,3,5,4,5,7,5,984.0,5.79,5,5049.3,6.66,6,0,4,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ひちびち,hichibichi,4,2,0,1,0,1,çitɕibitɕi,3,5,6,7,6,5,1256.4,6.41,6,4825.1,6.58,6,0,4,#F5F5DC,95.9,-4.2,12.0,5,5,0,8,COMPOUND(複合・異種)
ひっそりかん,hitsorikan,4,2,0,1,0,1,çissoɾikaŋ,3,6,6,5,6,3,1271.8,6.44,6,5235.0,6.72,6,mc,3,#F0F8FF,97.2,-1.3,-4.3,5,5,5,8,COMPOUND(複合・異種)
ひひ,hihi,4,2,0,1,0,1,çiçi,3,5,5,6,7,4,1173.1,6.23,5,5187.6,6.71,6,0,4,#FFFFFF,100.0,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
ひひひ,hihihi,4,2,0,1,0,1,çiçiçi,3,5,5,6,7,4,1247.5,6.39,5,5735.4,6.88,6,0,4,#FFFFFF,100.0,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
ひゃひゃ,hyahya,4,2,0,1,0,1,çjaçja,3,5,3,3,8,5,1203.7,6.30,3,7469.2,7.33,5,0,4,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ひゃら,hyara,4,2,0,1,0,1,çjaɾa,3,5,4,3,8,4,933.6,5.65,4,5772.5,6.89,5,0,4,#F5F5F5,96.5,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
ひゃらら,hyarara,4,2,0,1,0,1,çjaɾaɾa,3,5,3,2,9,3,874.5,5.49,4,5342.2,6.76,5,mh,5,#FF69B4,65.5,64.2,-10.6,5,5,0,8,COMPOUND(複合・異種)
ひやーっ,hiya-t,4,2,0,1,0,1,çijaːʔ,3,5,5,5,7,4,1201.7,6.29,4,7900.4,7.42,6,0,4,#FF0000,53.2,80.1,67.2,3,6,5,0,LONG(長音ー)
ひゅっ,hyut,4,2,0,1,0,1,çjuʔ,4,7,7,7,6,3,1013.3,5.86,7,9251.8,7.69,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ひゅん,hyun,4,2,0,1,0,1,çjuŋ,4,6,7,5,6,5,995.8,5.82,6,6884.0,7.19,7,mc,3,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
ひゅんひゅん,hyunhyun,4,2,0,1,0,1,çjuŋçjuŋ,4,5,6,4,7,5,1101.8,6.07,4,7479.4,7.33,6,0,4,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ひゅー,hyu-,4,2,0,1,0,1,çjuː,3,2,5,4,8,4,1310.8,6.51,1,7042.7,7.23,5,0,4,#FF4500,57.6,67.8,69.0,2,7,5,0,LONG(長音ー)
ひゅーひゅー,hyu-hyu-,4,2,0,1,0,1,çjuːçjuː,3,3,5,4,8,5,1310.6,6.51,2,6612.3,7.12,6,0,4,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ひゅーん,hyu-n,4,2,0,1,0,1,çjuːŋ,3,4,6,4,6,5,1285.8,6.47,2,7415.7,7.31,6,0,4,#9A6B58,49.6,16.3,18.2,3,7,5,0,LONG(長音ー)
ひょうよろよろ,hyouyoroyoro,4,2,0,1,0,1,çjoujoɾojoɾo,4,4,3,4,8,6,444.9,3.78,4,1289.5,4.34,6,0,4,#A9A9A9,69.2,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
ひょこっ,hyokot,4,2,0,1,0,1,çjokoʔ,3,8,6,6,6,3,834.1,5.37,7,7144.3,7.25,7,0,4,#FFFFFF,100.0,-0.0,0.0,3,5,0,0,Q(促音単発)
ひょこひょこ,hyokohyoko,4,2,0,1,0,1,çjokoçjoko,3,6,4,4,7,4,863.7,5.46,5,3715.4,6.14,5,0,4,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ひょこり,hyokori,4,2,0,1,0,1,çjokoɾi,2,6,5,4,8,4,784.3,5.21,6,3881.7,6.22,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ひょこりひょこり,hyokorihyokori,4,2,0,1,0,1,çjokoɾiçjokoɾi,2,6,5,4,7,4,936.1,5.66,5,4273.6,6.38,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ひょこん,hyokon,4,2,0,1,0,1,çjokoŋ,3,7,6,5,6,4,780.7,5.20,6,4774.9,6.57,6,0,4,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
ひょこんひょこん,hyokonhyokon,4,2,0,1,0,1,çjokoŋçjokoŋ,3,6,5,4,6,4,774.0,5.18,5,4474.9,6.46,6,0,4,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ひょっくり,hyotkuri,4,2,0,1,0,1,çjokkuɾi,3,5,5,5,7,4,604.8,4.56,6,2775.5,5.65,6,mh,5,#FFFFFF,100.0,-0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
ひょろっ,hyorot,4,2,0,1,0,1,çjoɾoʔ,3,7,6,6,7,4,768.4,5.16,7,6549.3,7.10,7,0,4,#000000,0.0,0.0,0.0,3,5,0,0,Q(促音単発)
ひょろひょろ,hyorohyoro,4,2,0,1,0,1,çjoɾoçjoɾo,3,5,3,3,9,5,778.8,5.20,3,2282.4,5.31,6,0,4,#006400,36.2,-43.4,41.9,4,5,5,1,REDUP(畳語・同一)
ひょろり,hyorori,4,2,0,1,0,1,çjoɾoɾi,2,6,5,4,9,5,721.0,5.00,5,3100.3,5.83,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ひょろりひょろり,hyororihyorori,4,2,0,1,0,1,çjoɾoɾiçjoɾoɾi,2,5,4,4,9,5,848.3,5.41,4,3225.7,5.90,6,0,4,#006400,36.2,-43.4,41.9,4,5,5,1,REDUP(畳語・同一)
ひょんひょん,hyonhyon,4,2,0,1,0,1,çjoŋçjoŋ,3,6,5,4,7,5,861.2,5.45,5,5256.0,6.73,6,0,4,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ひらり,hirari,4,2,0,1,0,1,çiɾaɾi,2,6,5,4,8,3,883.5,5.52,5,4671.6,6.53,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ひらりひらり,hirarihirari,4,2,0,1,0,1,çiɾaɾiçiɾaɾi,2,5,5,3,8,3,1096.0,6.06,5,5448.5,6.79,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ひん,hin,4,2,0,1,0,1,çiŋ,4,6,7,6,5,4,1064.8,5.99,6,5738.9,6.88,7,mc,3,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
ひんひん,hinhin,4,2,0,1,0,1,çiŋçiŋ,3,6,6,5,6,4,1184.5,6.26,4,5877.7,6.92,6,mc,3,#AFEEEE,90.1,-19.6,-6.4,4,5,5,1,REDUP(畳語・同一)
ひーひーふ,hi-hi-fu,4,2,0,1,0,1,çiːçiːɸu,3,3,5,5,8,4,1619.8,7.05,2,7258.7,7.28,5,0,4,#FFFFFF,100.0,-0.0,0.0,3,7,5,0,LONG(長音ー)
びくっ,bikut,4,2,0,1,0,1,bikuʔ,5,8,7,7,6,4,523.0,4.19,8,9060.5,7.65,7,0,4,#000000,0.0,0.0,0.0,3,5,0,0,Q(促音単発)
びくん,bikun,4,2,0,1,0,1,bikuŋ,5,7,7,6,5,5,456.2,3.84,7,6225.9,7.02,7,mc,3,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
びしっ,bishit,4,2,0,1,0,1,biɕiʔ,5,8,7,7,5,4,709.7,4.96,8,10862.9,7.96,8,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
びしゃり,bishari,4,2,0,1,0,1,biɕaɾi,4,6,6,4,7,5,598.5,4.53,6,8912.2,7.63,6,0,4,#0000CD,25.0,67.2,-91.5,4,6,0,0,RI(り単発)
びしゃん,bishan,4,2,0,1,0,1,biɕaŋ,5,7,7,5,5,5,598.3,4.53,6,11033.8,7.99,7,0,4,#0000CD,25.0,67.2,-91.5,3,6,5,0,N(撥音単発)
びたびた,bitabita,4,2,0,1,0,1,bitabita,5,5,4,4,7,6,323.4,2.97,5,5659.4,6.86,6,0,4,#0000CD,25.0,67.2,-91.5,4,5,5,1,REDUP(畳語・同一)
びちゃびちゃ,bichabicha,4,2,0,1,0,1,bitɕabitɕa,4,6,5,4,6,7,941.1,5.68,5,8719.6,7.59,7,0,4,#F5F5DC,95.9,-4.2,12.0,4,5,5,1,REDUP(畳語・同一)
びちゃり,bichari,4,2,0,1,0,1,bitɕaɾi,3,6,6,4,7,5,784.9,5.22,6,6327.8,7.05,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
びちょびちょ,bichobicho,4,2,0,1,0,1,bitɕobitɕo,4,6,5,6,7,6,885.5,5.52,5,5312.5,6.75,6,0,4,#F5F5DC,95.9,-4.2,12.0,4,5,5,1,REDUP(畳語・同一)
びっ,bit,4,2,0,1,0,1,biʔ,5,7,7,7,5,4,628.6,4.65,8,9075.9,7.66,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
びっくり,bitkuri,4,2,0,1,0,1,bikkuɾi,4,5,5,5,7,5,380.4,3.38,6,3578.6,6.08,6,mh,5,#8B4513,37.5,26.4,41.0,5,5,5,8,COMPOUND(複合・異種)
びっちり,bitchiri,4,2,0,1,0,1,bittɕiɾi,4,5,6,6,6,5,664.9,4.80,6,4244.7,6.37,7,mh,5,#708090,52.8,-2.1,-10.6,5,5,5,8,COMPOUND(複合・異種)
びびびっ,bibibit,4,2,0,1,0,1,bibibiʔ,5,7,7,6,6,4,547.6,4.30,7,8767.5,7.60,7,0,4,#FFFFFF,100.0,-0.0,0.0,3,5,0,0,Q(促音単発)
びゅっ,byut,4,2,0,1,0,1,bjuʔ,5,7,7,6,6,4,612.7,4.59,7,9819.1,7.79,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
びゅん,byun,4,2,0,1,0,1,bjuŋ,5,6,7,5,6,5,543.4,4.28,6,7713.1,7.38,7,0,4,#1E90FF,59.4,10.0,-63.4,3,6,5,0,N(撥音単発)
びゅー,byu-,4,2,0,1,0,1,bjuː,4,3,5,4,8,5,929.8,5.64,1,7795.0,7.40,6,0,4,#FF4500,57.6,67.8,69.0,2,7,5,0,LONG(長音ー)
